boy: 	3.213087248346606
scouts: 	2.7012472718997413
scout: 	2.639659053484527
pinata: 	2.064322874430033
pumpkins: 	1.9612293814659294
trunks: 	1.9076904938970145
go-cart: 	1.894416029116123
legos: 	1.8882263576851672
floaties: 	1.8436464022000916
alligator: 	1.8427009925719675
teenage: 	1.7918070904210222
little: 	1.7462720169976076
spiderman: 	1.7160234893336586
elmo: 	1.652598109192025
bat: 	1.579192167465764
cartwheel: 	1.5530624356411107
flour: 	1.5495046162279213
pigeon: 	1.5398301790300752
slide: 	1.5032427239132344
zip: 	1.4862397227699051
pumpkin: 	1.4757203471079456
cheeks: 	1.4641530197789145
supported: 	1.4440114873806076
patch: 	1.4410940039983131
bouncing: 	1.4410940039983131
popsicle: 	1.4373301222889585
pajamas: 	1.43701621997247
grins: 	1.4074856113554934
crawls: 	1.4040217560519221
pail: 	1.4010593421960604
cookie: 	1.3860831346232694
bases: 	1.3671958903297765
pirate: 	1.352019334498096
inline: 	1.3462668693556812
bouncy: 	1.344475813829693
diaper: 	1.3186973726385867
pretends: 	1.2916004496260702
marker: 	1.2774533370366938
curious: 	1.269741015662331
shovel: 	1.2566694328608856
dad: 	1.2511496746611361
cushion: 	1.2500515540963781
stomach: 	1.237560609913181
dribbles: 	1.2263333544899269
backflip: 	1.2237548103881506
spoon: 	1.2206867913487849
tee: 	1.2148405334130976
hides: 	1.2114083220572125
write: 	1.204137608375731
register: 	1.1839226463111079
mallet: 	1.1766783677661588
kicks: 	1.173995481135715
lizard: 	1.1607450128623502
helps: 	1.1316694413224433
tosses: 	1.122083392493245
vacuum: 	1.122083392493245
sandbox: 	1.1186195371896737
stepping: 	1.1162543136910474
pokemon: 	1.1082775929682147
mixer: 	1.1000570861632462
trampoline: 	1.0831208559682874
bale: 	1.067635608470869
blond-haired: 	1.0591115361643304
skateboard: 	1.0553572786924321
learns: 	1.0511474856822998
upwards: 	1.048899045889283
lemonade: 	1.0420098007953742
splashed: 	1.0311097324457545
goggles: 	1.0284564664687474
presses: 	1.0281072442842314
fleece: 	1.0151681885767332
baton: 	1.0087419194173004
innertube: 	1.004899853122906
camper: 	1.0023441482191495
anvil: 	0.9896330964695956
found: 	0.9870171482625842
waring: 	0.9860218429172167
playground: 	0.9741409203166785
leaf: 	0.9697882850727242
frog: 	0.9690717739872792
superman: 	0.9631981982778745
brother: 	0.944364233569135
handrail: 	0.940400420174761
mitt: 	0.9282325518054525
grinning: 	0.9267730726310192
batman: 	0.9156325150258189
pancakes: 	0.9156325150258189
swing: 	0.9140009682973497
forklift: 	0.9012772220487486
sister: 	0.893177664198123
inflatable: 	0.8927321129157401
young: 	0.8924479347749501
blower: 	0.8749905305284729
age: 	0.8710669625923744
princess: 	0.8571368657156744
swings: 	0.8543342927873994
steaks: 	0.8542319703616755
miniature: 	0.8515021776061032
cries: 	0.8501586775485372
toy: 	0.8467248235728528
checkers: 	0.8428761725905045
stack: 	0.8420759080557378
years: 	0.8280220910388267
shoulders: 	0.8143491791886373
grinds: 	0.7969880185271996
sprinklers: 	0.795338281308107
raking: 	0.7950423742122305
outstretched: 	0.7923228728586382
buried: 	0.7901016329419598
kick: 	0.7892030374343109
swinging: 	0.7793866072563392
skin: 	0.778128991275884
slides: 	0.7762829321105108
bongo: 	0.7712426056906441
railings: 	0.7672406751331478
dilapidated: 	0.7662548909875921
wiping: 	0.7607469130476474
ten: 	0.7567065125327636
mcdonald: 	0.748813424451328
casting: 	0.7475946231277719
cereal: 	0.7411347837936823
stones: 	0.7332165694003094
kicking: 	0.7253850473422054
puzzle: 	0.722987437083423
telescope: 	0.7154249466474637
handles: 	0.7110147954173469
flowered: 	0.7074109938214084
flooded: 	0.7058401304690043
wakeboard: 	0.7035820379108298
geese: 	0.7015077096729714
enclosed: 	0.6891239852171389
crayons: 	0.6873635273527016
barefoot: 	0.68542195616351
crawling: 	0.6746244155220238
skateboarding: 	0.6735647303688294
tube: 	0.6710353574487012
mop: 	0.6668119684117259
wagon: 	0.6666929390778117
backyard: 	0.6640254563898383
boogie: 	0.6630904830096672
scooter: 	0.6536045236317841
butterfly: 	0.6525981091920249
gun: 	0.6442346362573982
bug: 	0.6411933459197755
brushing: 	0.639728308940983
button-up: 	0.639301286578567
murky: 	0.6318395490252277
mohawk: 	0.6303289453509924
hawaiian: 	0.6261258978308339
darker: 	0.6245837330224284
merry-go-round: 	0.6213019787024864
character: 	0.6201766314996475
swim: 	0.6166391175782762
cleaner: 	0.6155087904568048
petting: 	0.613563396007942
stripe: 	0.6052923944136682
sliding: 	0.6040351437538053
snowball: 	0.6015239245977556
tulips: 	0.6012512291918046
magic: 	0.5981503251696486
sprayed: 	0.5937044201384564
relay: 	0.5937044201384564
pool: 	0.5892659187909454
spins: 	0.5884677717723094
easter: 	0.5873066489403058
aims: 	0.5793491271613864
pitching: 	0.5785975277482482
thumbs: 	0.5718370972281885
scissors: 	0.5697051008436801
drowning: 	0.5677092116055119
pacifier: 	0.5651352679416857
splashes: 	0.5621828139698067
loves: 	0.5576497051367623
must: 	0.5568391263865942
sneakers: 	0.551904109572552
pastries: 	0.5436637376388609
overalls: 	0.541871291325494
coloring: 	0.537120891772089
bedroom: 	0.5328035966573105
goose: 	0.5306075848134145
backwards: 	0.5283860817944804
follow: 	0.5281507382675363
snowman: 	0.5270672271081659
balanced: 	0.5248425619936522
tightly: 	0.5170831385355438
porch: 	0.5150945854420901
fist: 	0.5150945854420901
bubbles: 	0.5132452725262964
forehead: 	0.5117355733521755
stacks: 	0.5109369599684339
seek: 	0.5071676696704611
dusty: 	0.49405216988020306
hiding: 	0.4933995143427711
rubber: 	0.4911346864979087
washer: 	0.4903266802931478
letters: 	0.48862237408089887
sandcastle: 	0.48862237408089887
letter: 	0.48753886292152865
lessons: 	0.486239722769905
handle: 	0.4801309131872595
chocolate: 	0.4798635741628886
dribbling: 	0.4795334002191453
circular: 	0.4775114026339336
blank: 	0.47202586355020404
wheels: 	0.4662749425630988
rocking: 	0.46597681887739895
pushed: 	0.46402040084782076
sleeve: 	0.45995303124962905
crying: 	0.4592141349257237
skate: 	0.4589169844971044
monkey: 	0.45529666881840747
cheek: 	0.4501602942312219
rod: 	0.4490647151068929
peaceful: 	0.44238040180167926
features: 	0.44109400399831317
snake: 	0.4362802022652613
jumps: 	0.4349864259100395
